Month,Mean Pressure(hPa),Absolute Daily Max(deg. C),Mean(deg. C),Absolute Daily min(deg. C),Mean Relative Humidity(%),Mean Amount of Cloud(%),Total Bright Sunshine(hours),Mean Wind Speed(km/h),Total Rainfall(mm),rain_tmr_mm,rain_tmr_class
10,1015.6,28.3,25.9,24.1,85,85,4.3,23.0,7.1,0.0,0
10,1015.8,28.6,26.4,25.3,82,84,6.1,18.0,0.0,0.0,0
10,1015.6,29.0,26.5,25.4,80,65,6.2,18.0,0.0,0.0,0
10,1016.6,27.8,26.1,25.4,78,79,4.7,21.0,0.0,0.0,0
10,1016.9,29.3,26.4,24.7,77,51,5.9,13.0,0.0,0.0,0
10,1016.3,28.9,26.4,25.1,79,49,5.4,19.0,0.0,0.0,0
10,1015.5,29.7,26.5,24.6,79,36,9.1,14.0,0.0,0.0,0
10,1015.7,31.0,27.3,25.3,79,56,7.4,9.0,0.0,1.9,1
10,1017.8,28.4,26.4,24.7,79,86,3.0,36.0,1.9,0.0,0
10,1018.1,28.6,26.3,25.1,77,84,6.4,28.0,0.0,0.0,0
10,1018.3,28.8,26.0,24.6,73,72,6.8,26.0,0.0,0.0,0
10,1018.1,28.4,25.4,23.0,70,65,8.5,26.0,0.0,0.0,0
10,1016.2,29.2,26.1,23.4,68,54,9.7,20.0,0.0,0.0,0
10,1014.6,29.9,26.2,23.8,72,40,9.4,18.0,0.0,0.5,0
10,1014.4,29.4,25.9,23.5,71,44,9.6,20.0,0.5,0.0,0
11,1012.2,27.1,25.0,23.5,47,81,7.4,47.0,0.0,0.0,0
11,1013.2,25.7,23.6,21.9,56,79,4.4,36.0,0.0,0.0,0
11,1014.8,26.4,23.0,21.4,66,73,5.4,30.0,0.0,0.0,0
11,1014.9,28.0,23.8,21.3,67,10,10.0,24.0,0.0,0.0,0
11,1014.5,27.8,24.2,21.8,69,10,10.2,25.0,0.0,0.0,0
11,1015.8,28.7,24.9,22.4,58,12,10.0,16.0,0.0,0.0,0
11,1018.8,26.6,23.8,21.5,61,18,9.5,32.0,0.0,0.0,0
11,1019.8,26.4,23.6,21.7,68,26,7.8,31.0,0.0,0.0,0
11,1019.5,27.4,24.2,22.3,75,15,10.1,17.0,0.0,0.0,0
11,1017.5,28.3,25.0,22.7,75,16,9.4,8.0,0.0,0.0,0
11,1016.7,29.2,26.0,23.6,60,18,9.2,15.0,0.0,0.0,0
11,1018.0,25.8,23.3,21.3,57,27,9.5,32.0,0.0,0.0,0
11,1016.6,25.3,23.0,21.3,74,80,1.4,25.0,0.0,0.3,0
11,1017.3,26.6,24.5,23.4,77,88,0.7,21.0,0.3,9.2,1
11,1018.5,23.9,22.0,20.3,84,95,0.1,42.0,9.2,0.0,0
11,1016.7,24.7,22.5,20.4,85,89,1.7,28.0,0.0,0.0,0
11,1015.6,25.2,23.6,22.3,84,80,2.3,27.0,0.0,1.6,1
11,1014.2,25.9,23.9,22.8,90,79,1.4,19.0,1.6,0.0,0
11,1014.8,25.8,24.1,23.5,86,86,2.5,11.0,0.0,0.0,0
11,1015.0,25.5,23.6,22.4,82,85,2.8,24.0,0.0,66.5,1
11,1011.5,23.6,22.0,19.6,90,95,0.0,37.0,66.5,9.7,1
11,1012.0,21.9,20.7,19.4,94,95,0.0,13.0,9.7,3.0,1
11,1015.0,24.0,22.1,20.5,83,80,2.2,14.0,3.0,0.0,0
11,1016.1,23.3,22.5,21.1,83,88,0.4,30.0,0.0,0.0,0
11,1013.8,23.2,22.8,22.1,91,89,0.0,32.0,0.0,1.2,1
11,1010.7,25.7,24.1,22.5,88,76,3.5,15.0,1.2,7.0,1
11,1011.9,25.2,23.5,21.8,90,83,0.4,11.0,7.0,1.1,1
11,1015.4,22.4,20.7,18.7,80,88,0.7,21.0,1.1,0.0,0
11,1017.1,21.9,21.1,20.0,84,96,0.0,30.0,0.0,0.0,0
12,1017.3,21.7,19.1,16.8,68,64,8.8,25.0,0.0,0.0,0
12,1018.7,21.5,18.5,16.1,71,42,8.3,26.0,0.0,0.0,0
12,1021.2,21.1,19.1,17.1,73,66,6.7,25.0,0.0,0.0,0
12,1022.8,20.8,19.2,16.5,73,60,9.6,32.0,0.0,0.0,0
12,1021.9,23.1,20.2,17.5,78,67,8.8,25.0,0.0,0.0,0
12,1019.3,22.4,20.9,19.6,80,69,5.7,37.0,0.0,0.3,0
12,1017.8,24.7,22.4,19.8,83,56,5.5,20.0,0.3,0.0,0
12,1018.3,25.6,22.8,21.5,81,24,9.3,18.0,0.0,0.0,0
12,1020.9,22.4,21.2,19.2,77,88,0.0,24.0,0.0,0.0,0
12,1021.4,20.2,18.9,17.3,71,87,1.2,24.0,0.0,0.0,0
12,1019.1,21.7,19.7,17.7,72,79,5.1,18.0,0.0,0.0,0
12,1017.6,23.5,21.6,19.4,73,83,3.0,19.0,0.0,13.0,1
12,1017.2,22.4,20.0,17.8,87,88,0.0,31.0,13.0,5.8,1
12,1016.9,18.4,16.8,15.7,89,88,0.0,32.0,5.8,9.3,1
12,1019.3,16.7,15.7,14.7,92,94,0.0,27.0,9.3,1.5,1
12,1024.1,17.4,15.8,14.5,60,68,2.0,41.0,1.5,0.0,0
12,1026.0,17.3,14.9,12.6,41,3,9.5,34.0,0.0,0.0,0
12,1026.2,17.6,14.8,12.0,54,18,9.4,31.0,0.0,0.0,0
12,1025.2,18.9,16.1,13.1,60,16,9.4,28.0,0.0,0.0,0
12,1024.0,19.9,17.3,14.8,58,10,9.4,26.0,0.0,0.0,0
12,1022.4,19.6,17.0,14.4,56,4,9.4,26.0,0.0,0.0,0
12,1021.5,20.0,17.2,14.6,55,6,9.4,23.0,0.0,0.0,0
12,1020.2,19.0,17.0,14.8,69,40,9.3,36.0,0.0,0.0,0
12,1018.4,20.9,18.4,16.6,70,64,7.2,21.0,0.0,0.0,0
12,1017.3,21.5,18.1,16.1,50,15,9.5,15.0,0.0,0.0,0
12,1017.9,20.1,17.7,15.9,77,29,9.2,16.0,0.0,0.0,0
12,1018.3,20.5,17.7,15.9,77,10,9.4,18.0,0.0,0.0,0
12,1021.5,19.8,17.5,15.5,67,11,9.3,26.0,0.0,0.0,0
12,1024.3,16.7,15.2,13.4,71,43,8.0,35.0,0.0,0.0,0
12,1022.7,18.3,15.9,13.6,71,29,8.0,31.0,0.0,0.0,0
1,1018.9,21.1,18.5,16.7,80,64,9.5,25.0,0.0,0.0,0
1,1016.9,20.5,18.8,17.7,82,86,0.3,30.0,0.0,8.5,1
1,1016.9,19.4,18.6,17.7,92,92,0.0,23.0,8.5,0.0,0
1,1019.3,19.4,17.4,16.2,77,79,2.8,22.0,0.0,0.0,0
1,1021.6,18.9,16.1,13.4,69,36,9.6,22.0,0.0,0.0,0
1,1024.0,16.9,14.3,12.3,58,43,9.0,36.0,0.0,0.0,0
1,1024.8,16.3,13.5,11.2,55,22,8.8,29.0,0.0,0.0,0
1,1026.1,16.1,13.6,10.9,52,26,9.3,24.0,0.0,0.0,0
1,1025.0,16.8,14.3,11.3,52,23,9.6,18.0,0.0,0.0,0
1,1023.1,18.1,16.1,14.4,61,86,1.7,25.0,0.0,0.0,0
1,1021.4,17.9,17.2,16.2,77,87,0.0,35.0,0.0,0.0,0
1,1021.3,19.4,17.9,16.9,81,86,0.0,19.0,0.0,0.0,0
1,1022.0,20.1,17.2,15.3,77,53,8.2,22.0,0.0,0.0,0
1,1022.6,19.5,17.2,15.6,79,81,5.7,28.0,0.0,0.0,0
1,1021.0,21.3,18.3,16.4,78,87,4.8,23.0,0.0,0.4,0
1,1019.1,23.7,20.4,17.9,76,81,4.4,19.0,0.4,20.0,1
1,1020.2,20.4,17.4,14.2,95,97,0.0,20.0,20.0,0.2,0
1,1022.0,18.3,15.9,14.0,80,88,0.7,22.0,0.2,0.0,0
1,1021.1,19.3,16.8,15.6,78,88,1.9,19.0,0.0,0.5,0
1,1019.1,18.0,16.9,15.5,86,90,0.0,28.0,0.5,0.0,0
1,1019.7,17.4,16.7,15.4,87,94,0.0,23.0,0.0,0.0,0
1,1021.7,17.8,16.6,15.9,85,88,0.1,30.0,0.0,0.0,0
1,1023.1,18.6,16.7,13.9,80,70,3.7,25.0,0.0,0.0,0
1,1024.2,16.5,14.1,11.8,70,69,3.6,20.0,0.0,0.0,0
1,1023.7,16.9,15.2,13.9,71,72,5.5,17.0,0.0,0.0,0
1,1023.5,18.7,15.1,12.0,66,6,9.5,21.0,0.0,0.0,0
1,1024.8,18.9,14.7,11.1,61,11,9.3,25.0,0.0,0.0,0
1,1027.2,18.1,15.0,12.9,41,6,9.8,30.0,0.0,0.0,0
1,1025.6,17.5,14.0,11.2,51,1,10.2,18.0,0.0,0.0,0
1,1025.1,20.3,15.7,12.7,65,9,9.9,12.0,0.0,0.0,0
2,1025.8,20.7,17.3,15.3,41,18,9.9,27.0,0.0,0.0,0
2,1025.8,19.7,16.0,12.9,48,30,10.2,23.0,0.0,0.0,0
2,1023.9,18.6,15.4,13.2,71,23,10.0,23.0,0.0,0.0,0
2,1020.6,20.0,16.6,14.0,64,34,6.6,19.0,0.0,0.0,0
2,1020.2,21.7,18.1,15.4,73,9,10.2,16.0,0.0,0.0,0
2,1020.1,23.7,19.6,16.7,74,18,10.2,16.0,0.0,0.0,0
2,1020.5,24.3,20.7,18.2,70,47,9.2,18.0,0.0,0.0,0
2,1019.9,25.1,21.7,19.7,66,65,7.2,12.0,0.0,0.0,0
2,1017.7,25.6,22.2,20.3,81,55,8.2,6.0,0.0,0.0,0
2,1017.4,22.6,20.7,19.8,86,83,1.1,8.0,0.0,0.0,0
2,1019.8,20.4,19.3,18.5,82,88,1.7,29.0,0.0,0.0,0
2,1018.1,21.3,19.3,17.9,80,86,7.1,23.0,0.0,0.0,0
2,1015.6,23.1,20.7,19.2,90,79,5.1,16.0,0.0,0.0,0
2,1016.6,24.2,21.7,20.0,83,85,4.4,7.0,0.0,0.6,0
2,1017.1,21.7,18.9,17.5,88,88,0.0,39.0,0.6,0.0,0
2,1013.7,20.8,19.6,17.6,93,88,0.0,20.0,0.0,0.0,0
2,1012.6,23.7,22.0,20.5,90,83,0.5,5.0,0.0,0.0,0
2,1012.8,25.3,23.1,21.3,84,74,2.7,3.0,0.0,0.0,0
2,1014.3,21.7,20.1,18.4,92,82,0.8,22.0,0.0,1.0,0
2,1015.7,20.2,19.1,17.9,91,89,0.7,26.0,1.0,0.2,0
2,1016.2,21.2,19.8,18.5,87,90,0.1,30.0,0.2,4.0,1
2,1014.5,19.1,18.5,17.8,92,94,0.0,23.0,4.0,0.0,0
2,1015.1,21.7,19.7,18.1,81,65,7.7,29.0,0.0,0.1,0
2,1015.0,19.8,18.6,18.0,83,86,0.0,34.0,0.1,1.0,0
2,1014.0,24.5,20.4,18.0,80,78,6.3,20.0,1.0,0.0,0
2,1016.8,21.1,19.0,18.2,78,88,0.6,33.0,0.0,0.0,0
2,1017.1,21.4,18.8,16.7,76,66,8.4,31.0,0.0,0.0,0
3,1015.9,21.0,19.3,18.5,83,82,0.5,33.0,0.0,0.0,0
3,1015.2,24.8,21.2,18.9,81,71,7.7,18.0,0.0,0.0,0
3,1013.6,25.7,22.1,20.3,83,51,8.2,14.0,0.0,0.1,0
3,1011.8,25.6,22.3,20.6,87,83,2.2,8.0,0.1,3.4,1
3,1014.8,25.6,21.4,17.9,80,64,5.1,24.0,3.4,8.1,1
3,1018.6,18.0,15.0,12.7,82,89,0.0,34.0,8.1,1.0,0
3,1017.5,14.0,12.8,10.6,83,94,0.0,27.0,1.0,0.1,0
3,1016.9,15.8,14.6,13.2,88,89,0.0,29.0,0.1,0.0,0
3,1017.8,17.3,16.1,14.7,90,100,0.0,27.0,0.0,0.0,0
3,1016.7,21.0,18.9,17.0,91,94,2.0,20.0,0.0,0.1,0
3,1018.2,19.8,18.1,17.0,91,99,0.0,28.0,0.1,0.0,0
3,1019.1,18.1,17.3,16.5,88,95,0.0,34.0,0.0,0.0,0
3,1016.5,21.6,19.4,17.5,89,89,3.6,21.0,0.0,0.0,0
3,1013.1,22.7,20.6,19.5,92,89,0.1,25.0,0.0,0.0,0
3,1010.4,25.2,22.5,20.2,89,84,4.8,10.0,0.0,0.2,0
3,1011.7,26.8,23.9,22.2,87,83,3.2,14.0,0.2,0.6,0
3,1016.2,22.8,19.1,17.3,90,91,0.0,43.0,0.6,0.0,0
3,1016.0,20.3,18.4,17.4,81,88,1.5,33.0,0.0,7.1,1
3,1017.2,22.3,18.0,15.0,82,72,5.1,26.0,7.1,0.0,0
3,1020.8,19.5,16.9,14.1,67,79,7.1,25.0,0.0,0.0,0
3,1020.1,21.2,18.5,16.7,75,85,3.9,28.0,0.0,0.0,0
3,1019.3,21.7,19.7,18.1,80,83,0.3,26.0,0.0,0.0,0
3,1017.5,22.9,20.6,19.3,83,88,0.7,33.0,0.0,1.0,0
3,1012.5,24.1,22.1,20.0,89,88,0.2,10.0,1.0,0.0,0
3,1010.7,26.3,23.8,22.1,86,81,1.5,6.0,0.0,2.0,1
3,1011.0,25.0,23.0,21.2,93,92,0.0,22.0,2.0,3.9,1
3,1012.1,27.8,24.9,23.4,87,89,3.5,16.0,3.9,0.0,0
3,1014.8,24.8,22.2,20.9,79,87,1.1,23.0,0.0,0.0,0
3,1013.2,26.8,24.1,21.7,82,74,8.8,6.0,0.0,0.0,0
3,1012.8,27.7,25.1,23.1,84,84,1.8,11.0,0.0,0.0,0
4,1009.1,27.5,25.9,24.6,79,82,2.7,17.0,0.0,24.2,1
4,1010.5,26.5,23.2,17.7,89,88,0.0,22.0,24.2,1.6,1
4,1019.3,17.7,15.5,13.7,80,88,0.0,38.0,1.6,8.9,1
4,1021.8,15.1,14.0,12.3,88,93,0.0,33.0,8.9,0.0,0
4,1020.3,17.2,16.0,14.8,84,88,0.0,26.0,0.0,1.7,1
4,1018.7,20.5,18.3,16.4,84,91,0.0,13.0,1.7,0.6,0
4,1017.9,20.7,18.4,16.7,86,91,0.2,20.0,0.6,0.3,0
4,1018.3,21.1,19.0,17.1,82,89,0.3,16.0,0.3,0.0,0
4,1018.1,23.6,20.4,18.3,68,78,8.3,26.0,0.0,6.6,1
4,1017.7,20.2,18.5,17.2,85,91,0.0,24.0,6.6,0.0,0
4,1017.2,24.0,20.3,18.0,73,53,9.0,21.0,0.0,0.0,0
4,1016.0,24.5,20.8,18.4,65,27,10.9,22.0,0.0,0.0,0
4,1014.7,26.7,22.3,19.2,71,77,6.9,5.0,0.0,0.0,0
4,1012.3,25.7,23.1,21.0,72,82,2.1,4.0,0.0,0.0,0
4,1010.5,27.9,24.6,21.9,77,69,9.4,13.0,0.0,0.0,0
4,1009.8,29.4,25.8,23.6,80,83,7.8,18.0,0.0,6.6,1
4,1009.0,27.2,25.1,20.7,83,88,0.9,21.0,6.6,0.0,0
4,1013.6,28.3,22.1,17.4,53,35,11.1,24.0,0.0,0.0,0
4,1016.0,25.5,21.8,20.1,75,51,10.0,24.0,0.0,0.0,0
4,1014.4,26.4,23.0,20.7,84,79,6.4,18.0,0.0,0.0,0
4,1012.0,25.5,24.2,23.0,89,86,0.4,12.0,0.0,0.0,0
4,1009.7,27.9,26.0,24.0,85,86,1.0,18.0,0.0,7.8,1
4,1008.5,26.8,25.2,22.9,83,88,0.1,19.0,7.8,64.4,1
4,1010.5,26.7,23.3,21.3,93,89,0.0,14.0,64.4,0.6,0
4,1015.6,22.0,20.9,19.9,86,86,0.3,18.0,0.6,0.0,0
4,1017.2,26.8,22.9,20.6,72,43,9.6,26.0,0.0,0.0,0
4,1016.5,28.2,24.0,21.5,71,32,9.6,19.0,0.0,0.0,0
4,1015.3,26.3,23.3,22.0,79,75,5.9,29.0,0.0,0.4,0
4,1014.4,23.0,22.5,21.5,85,87,0.0,32.0,0.4,0.0,0
5,1013.8,30.0,25.6,22.8,76,75,9.5,6.0,0.0,0.0,0
5,1012.8,30.0,25.3,22.8,80,78,8.6,6.0,0.0,0.0,0
5,1012.2,28.1,24.6,22.4,71,78,3.4,9.0,0.0,6.9,1
5,1011.0,25.3,24.0,23.0,91,88,0.0,9.0,6.9,2.3,1
5,1008.4,25.8,24.3,22.9,88,89,0.2,15.0,2.3,0.0,0
5,1008.2,29.4,25.9,23.5,63,80,6.5,10.0,0.0,0.0,0
5,1009.9,31.8,26.5,22.5,61,15,11.4,9.0,0.0,0.0,0
5,1012.0,30.1,25.7,22.9,75,37,9.8,23.0,0.0,0.0,0
5,1012.5,30.0,25.7,23.9,76,83,6.7,31.0,0.0,0.0,0
5,1012.3,29.4,26.1,24.5,72,80,4.5,30.0,0.0,0.0,0
5,1013.1,29.0,25.6,23.6,75,74,7.1,34.0,0.0,0.0,0
5,1013.1,30.5,26.5,24.3,77,65,9.0,14.0,0.0,0.0,0
5,1013.6,30.2,26.3,24.6,77,65,10.6,16.0,0.0,0.0,0
5,1013.3,30.4,26.2,23.7,76,58,10.8,19.0,0.0,0.0,0
5,1012.3,31.2,26.7,24.2,78,61,9.0,7.0,0.0,0.1,0
5,1010.9,30.5,27.4,25.1,78,60,11.0,17.0,0.1,0.0,0
5,1009.6,32.3,28.0,25.2,69,85,8.8,10.0,0.0,13.8,1
5,1009.0,32.3,27.7,24.0,80,77,6.9,23.0,13.8,47.2,1
5,1010.3,29.0,24.9,22.7,87,90,1.6,18.0,47.2,81.6,1
5,1008.0,23.1,22.4,21.4,95,92,0.0,35.0,81.6,29.7,1
5,1006.7,24.0,23.4,22.5,95,89,0.0,28.0,29.7,37.3,1
5,1005.2,25.4,24.5,23.9,97,89,0.1,11.0,37.3,0.6,0
5,1004.1,31.1,27.8,24.9,86,86,3.9,16.0,0.6,0.0,0
5,1003.5,30.6,28.9,26.9,81,80,3.4,16.0,0.0,0.0,0
5,1005.1,31.7,29.5,28.0,77,63,7.0,20.0,0.0,0.0,0
5,1007.4,32.5,29.5,28.1,79,80,4.5,17.0,0.0,53.0,1
5,1008.0,31.1,26.5,23.6,88,88,2.5,11.0,53.0,10.9,1
5,1008.4,29.5,26.8,25.5,88,77,3.0,6.0,10.9,0.0,0
5,1008.7,32.9,28.7,26.4,79,58,8.5,7.0,0.0,0.0,0
5,1009.2,32.3,29.1,27.1,79,59,9.6,10.0,0.0,4.9,1
5,1008.2,32.0,28.5,26.2,81,70,5.5,9.0,4.9,4.0,1
6,1005.9,33.0,29.6,26.2,78,68,9.6,24.0,4.0,9.2,1
6,1005.7,32.3,29.5,25.9,80,81,6.3,26.0,9.2,0.1,0
6,1007.4,31.9,29.9,28.5,77,66,9.4,21.0,0.1,0.1,0
6,1007.6,33.2,29.9,27.2,78,58,10.2,20.0,0.1,0.0,0
6,1006.3,32.6,29.7,28.1,77,81,10.1,26.0,0.0,1.3,1
6,1006.6,31.8,29.5,27.8,81,85,4.9,19.0,1.3,41.3,1
6,1005.9,30.1,28.8,25.4,85,89,0.4,30.0,41.3,14.1,1
6,1005.8,29.6,28.7,25.5,84,90,0.2,25.0,14.1,5.4,1
6,1005.1,30.8,29.1,27.6,83,88,2.3,27.0,5.4,95.5,1
6,1004.0,29.0,25.7,22.8,91,94,0.0,23.0,95.5,0.0,0
6,1003.3,30.8,27.9,25.8,85,87,1.6,13.0,0.0,6.8,1
6,1004.0,29.0,27.8,26.8,86,87,2.8,15.0,6.8,35.3,1
6,1004.2,30.2,28.1,24.9,84,88,1.6,37.0,35.3,29.6,1
6,1005.2,27.8,25.8,23.7,90,88,0.1,20.0,29.6,13.1,1
6,1005.9,29.1,26.3,24.8,90,86,1.0,6.0,13.1,0.0,0
6,1006.4,32.1,28.1,25.6,81,86,7.2,8.0,0.0,0.5,0
6,1007.1,29.1,27.6,26.3,85,87,0.3,8.0,0.5,0.0,0
6,1007.5,31.4,28.1,25.9,84,74,7.2,14.0,0.0,0.0,0
6,1008.0,32.9,29.2,27.0,80,66,10.7,12.0,0.0,0.0,0
6,1008.0,33.3,29.6,27.3,79,45,12.1,9.0,0.0,5.6,1
6,1007.8,32.5,29.1,27.6,80,51,8.8,7.0,5.6,0.0,0
6,1007.9,33.5,29.9,27.6,76,49,10.1,9.0,0.0,0.0,0
6,1008.9,33.0,29.8,27.9,74,64,11.0,14.0,0.0,0.0,0
6,1008.0,33.2,30.2,28.4,75,68,10.3,21.0,0.0,3.2,1
6,1006.2,32.0,29.6,27.6,79,80,4.8,24.0,3.2,15.3,1
6,1004.7,33.5,29.2,25.7,82,73,8.2,22.0,15.3,34.9,1
6,1005.0,29.1,27.7,26.4,90,84,3.5,20.0,34.9,53.2,1
6,1006.4,28.1,26.4,25.2,94,91,0.0,20.0,53.2,62.3,1
6,1006.9,30.0,26.6,24.8,90,88,0.9,21.0,62.3,3.0,1
7,1007.8,29.1,27.2,24.6,90,84,0.8,21.0,3.0,15.5,1
7,1008.0,32.4,27.7,24.7,88,86,5.6,15.0,15.5,0.3,0
7,1007.1,31.6,28.4,25.3,86,82,5.7,19.0,0.3,19.3,1
7,1005.7,31.6,28.3,26.8,86,77,6.0,19.0,19.3,17.8,1
7,1005.9,31.3,28.3,26.3,85,82,3.6,25.0,17.8,5.5,1
7,1007.5,32.4,29.0,26.8,82,69,6.3,19.0,5.5,0.0,0
7,1008.6,33.7,29.9,27.5,77,59,11.1,11.0,0.0,0.3,0
7,1006.4,33.1,29.8,27.3,75,48,10.0,10.0,0.3,2.7,1
7,1004.1,33.4,29.9,27.3,73,49,10.6,18.0,2.7,0.4,0
7,1003.2,32.5,29.7,27.9,74,53,10.6,22.0,0.4,0.0,0
7,1001.9,32.7,29.9,27.9,74,45,12.1,21.0,0.0,0.0,0
7,1000.3,32.8,29.9,27.8,74,50,12.0,18.0,0.0,0.0,0
7,999.6,32.1,29.9,28.3,76,70,10.9,22.0,0.0,0.0,0
7,1001.2,34.4,30.6,28.4,74,67,11.0,21.0,0.0,0.6,0
7,1004.3,34.1,30.6,28.3,77,66,9.3,19.0,0.6,0.8,0
7,1006.0,32.8,30.1,28.0,78,78,7.1,21.0,0.8,1.6,1
7,1006.8,32.5,30.2,27.9,76,75,3.8,29.0,1.6,3.7,1
7,1007.9,32.4,29.9,28.1,77,84,5.8,30.0,3.7,5.4,1
7,1008.6,32.0,29.8,27.8,76,70,9.6,27.0,5.4,0.0,0
7,1008.9,32.4,29.6,28.1,76,63,10.5,24.0,0.0,0.0,0
7,1008.7,32.5,29.7,28.2,75,36,11.5,24.0,0.0,0.0,0
7,1008.4,33.1,30.0,28.1,75,38,11.7,22.0,0.0,0.0,0
7,1009.3,32.8,29.8,27.7,75,31,12.1,22.0,0.0,0.0,0
7,1010.0,33.8,29.9,28.0,74,53,10.3,19.0,0.0,0.0,0
7,1010.0,33.9,29.9,28.0,71,33,9.7,15.0,0.0,0.0,0
7,1009.5,33.9,29.7,27.5,71,35,5.7,7.0,0.0,0.0,0
7,1009.7,34.5,30.2,27.6,73,47,9.5,11.0,0.0,0.0,0
7,1009.4,34.8,30.7,28.7,75,47,10.9,14.0,0.0,0.0,0
7,1009.4,34.6,30.4,28.0,74,47,6.1,10.0,0.0,0.0,0
7,1009.2,33.1,30.1,28.3,74,59,6.5,7.0,0.0,0.0,0
8,1007.0,33.0,29.9,27.9,72,46,11.3,15.0,0.0,0.0,0
8,1006.4,33.3,30.2,28.2,71,26,10.9,15.0,0.0,0.0,0
8,1006.1,35.3,30.8,28.4,71,25,7.9,9.0,0.0,0.0,0
8,1005.6,34.9,30.8,28.7,76,52,10.0,16.0,0.0,7.7,1
8,1006.4,31.8,29.3,26.5,81,73,6.9,22.0,7.7,100.4,1
8,1006.7,29.6,26.7,25.2,92,88,2.6,25.0,100.4,17.4,1
8,1003.5,32.4,28.3,25.6,87,73,6.8,21.0,17.4,17.9,1
8,998.2,32.2,28.5,25.8,80,77,5.5,10.0,17.9,33.6,1
8,995.3,28.9,26.7,25.4,93,88,0.2,30.0,33.6,57.8,1
8,994.1,26.6,25.7,24.7,91,91,0.0,47.0,57.8,39.9,1
8,993.5,26.9,26.0,25.2,91,93,0.0,43.0,39.9,5.3,1
8,998.0,27.3,26.8,26.4,91,95,0.0,32.0,5.3,0.0,0
8,1001.1,30.4,28.1,26.4,87,88,2.6,22.0,0.0,14.7,1
8,999.8,28.5,26.4,25.1,89,90,0.0,16.0,14.7,10.9,1
8,998.4,28.6,26.7,25.6,86,88,0.7,13.0,10.9,60.7,1
8,1000.7,26.8,25.5,24.7,92,86,0.0,18.0,60.7,27.9,1
8,1003.0,30.8,27.1,24.9,85,69,4.4,19.0,27.9,1.2,1
8,1001.0,32.8,28.6,25.2,76,66,7.5,22.0,1.2,0.0,0
8,1000.8,32.7,28.9,25.4,78,68,10.0,33.0,0.0,0.0,0
8,1003.9,29.8,28.5,27.8,83,91,1.0,38.0,0.0,0.0,0
8,1005.3,29.5,28.6,28.0,80,88,0.1,32.0,0.0,15.1,1
8,1006.4,28.6,27.8,25.8,85,88,0.0,27.0,15.1,0.0,0
8,1008.2,29.9,28.4,27.7,82,84,1.0,15.0,0.0,15.3,1
8,1010.3,31.4,28.0,25.1,86,80,2.8,6.0,15.3,10.3,1
8,1009.4,30.6,27.7,24.9,86,86,3.6,6.0,10.3,0.0,0
8,1008.8,30.9,27.6,25.1,83,76,6.2,8.0,0.0,25.0,1
8,1010.0,30.1,27.6,25.7,89,84,3.7,24.0,25.0,25.9,1
8,1010.3,31.3,27.9,25.8,87,80,4.6,26.0,25.9,1.3,1
8,1009.4,31.7,28.3,25.5,85,70,9.6,16.0,1.3,0.1,0
8,1008.1,30.8,28.5,26.9,80,55,4.8,7.0,0.1,0.0,0
9,1006.6,31.6,29.1,27.2,72,60,9.6,5.0,0.0,3.7,1
9,1007.3,29.9,27.4,25.6,83,84,0.6,5.0,3.7,0.0,0
9,1007.4,30.6,28.3,26.5,79,78,4.4,6.0,0.0,2.3,1
9,1007.4,29.8,27.7,25.6,82,84,3.1,8.0,2.3,1.5,1
9,1008.1,28.8,26.8,25.4,78,88,2.1,14.0,1.5,0.0,0
9,1007.9,28.5,26.7,25.1,69,87,3.2,9.0,0.0,0.1,0
9,1007.4,28.5,26.8,25.6,78,85,3.1,15.0,0.1,0.0,0
9,1007.0,30.0,27.4,26.1,79,83,5.0,26.0,0.0,0.0,0
9,1007.1,29.9,27.4,26.5,81,87,1.2,31.0,0.0,0.0,0
9,1008.3,28.9,27.5,26.5,80,84,3.8,35.0,0.0,10.7,1
9,1008.4,30.8,27.8,25.5,78,59,10.0,28.0,10.7,0.0,0
9,1008.1,30.6,27.2,24.9,76,54,10.3,29.0,0.0,0.0,0
9,1008.2,31.0,27.8,25.9,69,23,10.9,26.0,0.0,0.0,0
9,1006.9,31.5,28.4,26.3,70,52,6.1,8.0,0.0,0.0,0
9,1005.2,32.6,29.4,26.8,70,40,7.0,9.0,0.0,6.0,1
9,1006.0,30.9,28.5,27.3,80,76,0.5,12.0,6.0,0.5,0
9,1006.9,30.7,28.0,26.7,78,82,3.4,10.0,0.5,0.0,0
9,1003.0,32.0,28.9,26.5,51,35,10.2,23.0,0.0,0.0,0
9,1002.6,30.8,28.2,25.6,54,38,8.0,18.0,0.0,0.1,0
9,1007.3,30.8,27.8,25.8,58,74,6.5,22.0,0.1,1.7,1
9,1008.6,32.5,27.9,23.5,69,81,7.2,18.0,1.7,0.0,0
9,1006.5,32.6,28.7,26.0,62,73,9.9,32.0,0.0,12.5,1
9,1002.8,28.0,25.8,24.0,81,89,0.0,46.0,12.5,60.1,1
9,1004.5,26.4,25.3,24.6,94,90,0.1,40.0,60.1,2.1,1
9,1010.9,28.6,26.8,25.7,87,86,1.9,37.0,2.1,1.0,0
9,1012.3,30.3,27.3,25.7,79,65,9.0,28.0,1.0,0.0,0
9,1011.4,31.0,27.6,25.8,78,38,10.4,20.0,0.0,0.0,0
9,1011.3,31.6,27.9,25.8,78,51,9.6,22.0,0.0,0.0,0
